judge_model,arm,candidate_model,question_number,question_type,judge_recommended,status,faithfulness,completeness,correctness,judge_total,hallucinated_company,needs_human_review,notes,raw_judge_response,prompt_eval_count,eval_count
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,14,list_multi_filter,False,ok,2,2,2,6,False,False,Answer correctly lists all Georgia companies whose EV Supply Chain Role mentions wiring harnesses and notes that Primary OEMs are not provided.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all Georgia companies whose EV Supply Chain Role mentions wiring harnesses and notes that Primary OEMs are not provided.""
}",34489,561
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,15,list_or_lookup_judge_recommended,True,ok,2,2,2,6,False,False,Answer correctly states no Tier 2/3 companies in the Electronic and Electrical Equipment group are present in the data.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly states no Tier 2/3 companies in the Electronic and Electrical Equipment group are present in the data.""
}",34423,1209
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,16,list_multi_filter_judge_recommended,True,ok,2,2,2,6,False,False,"Answer correctly identifies Duckyang as the only GA company manufacturing electrodeposited copper foil, fully supported by the KB.","{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly identifies Duckyang as the only GA company manufacturing electrodeposited copper foil, fully supported by the KB.""
}",34412,414
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,17,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer incorrectly claims no Tier 1/2 Georgia companies produce engineered plastics or composites, despite multiple entries (e.g., Lyle Industries, Magna International, MollerTech, PHA Body Systems) that do.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly claims no Tier 1/2 Georgia companies produce engineered plastics or composites, despite multiple entries (e.g., Lyle Industries, Magna International, MollerTech, PHA Body Systems) that do.""
}",34441,2351
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,18,list_or_lookup,False,ok,2,0,1,3,False,False,"The answer correctly cites GSC Steel Stamping LLC but omits other GA firms that make DC‑to‑DC converters, capacitors, or power electronics (e.g., Hyundai MOBIS, Hyundai Transys Georgia Seating Systems).","{
  ""faithfulness"": 2,
  ""completeness"": 0,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer correctly cites GSC Steel Stamping LLC but omits other GA firms that make DC‑to‑DC converters, capacitors, or power electronics (e.g., Hyundai MOBIS, Hyundai Transys Georgia Seating Systems).""
}",34397,713
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,19,list_or_lookup,False,ok,2,2,2,6,False,False,Answer correctly lists the only Georgia company with powder coating products (Archer Aviation Inc.) and its Tier classification.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists the only Georgia company with powder coating products (Archer Aviation Inc.) and its Tier classification.""
}",34393,537
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,20,list_or_lookup,False,ok,2,1,1,4,False,False,"Answer omits Honda Development & Manufacturing, a Tier 1/2 battery‑cell company linked to Hyundai Kia.","{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits Honda Development & Manufacturing, a Tier 1/2 battery‑cell company linked to Hyundai Kia.""
}",34585,2138
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,21,list_multi_filter,False,ok,1,0,1,2,False,False,"Answer lists only Dongwon Autopart Technology, omitting several other Tier 2/3 suppliers >300 employees with General Automotive role; also makes unsupported claim about Grudem.","{
  ""faithfulness"": 1,
  ""completeness"": 0,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists only Dongwon Autopart Technology, omitting several other Tier 2/3 suppliers >300 employees with General Automotive role; also makes unsupported claim about Grudem.""
}",34441,1956
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,22,list_or_lookup,False,ok,2,1,1,4,False,False,"Answer correctly cites Arising Industries but omits Archer Aviation, another Tier 2/3 company in Chemicals and Allied Products.","{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly cites Arising Industries but omits Archer Aviation, another Tier 2/3 company in Chemicals and Allied Products.""
}",34422,586
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,23,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly claims Thermal Management is served by only Novelis Inc., but other companies also have that role, and it omits other single-company roles like Power Electronics and Charging Infrastructure.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly claims Thermal Management is served by only Novelis Inc., but other companies also have that role, and it omits other single-company roles like Power Electronics and Charging Infrastructure.""
}",34444,638
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,24,list_or_lookup_judge_recommended,True,ok,0,0,1,1,False,False,Answer omits several sole‑sourced battery cell/pack suppliers and incorrectly implies only the two listed exist.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer omits several sole‑sourced battery cell/pack suppliers and incorrectly implies only the two listed exist.""
}",34426,1157
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,25,count_judge_recommended,True,ok,0,0,0,0,False,False,The answer lists suppliers not linked to Hyundai Metaplant and omits the correct Hyundai‑related Georgia suppliers with <200 employees.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists suppliers not linked to Hyundai Metaplant and omits the correct Hyundai‑related Georgia suppliers with <200 employees.""
}",34427,1021
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,26,list_or_lookup,False,ok,2,1,1,4,False,False,Answer correctly cites Enchem America Inc. but omits other Tier 2/3 EV‑relevant General Automotive supplier (Duckyang).,"{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly cites Enchem America Inc. but omits other Tier 2/3 EV‑relevant General Automotive supplier (Duckyang).""
}",34404,638
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,27,list_multi_filter,False,ok,0,0,0,0,False,False,The answer omits many Tier 1 and Tier 2 suppliers with 'Multiple OEMs' and incorrectly claims only five exist.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer omits many Tier 1 and Tier 2 suppliers with 'Multiple OEMs' and incorrectly claims only five exist.""
}",34535,1121
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,28,list_or_lookup,False,ok,1,1,1,3,False,False,"Answer lists two valid thermal‑management firms but omits Peerless‑Winsmith, which also meets the <200 employee criterion.","{
  ""faithfulness"": 1,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists two valid thermal‑management firms but omits Peerless‑Winsmith, which also meets the <200 employee criterion.""
}",34440,887
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,29,list_or_lookup,False,ok,2,1,2,5,False,False,"All listed companies match the KB, but many other EV-relevant OEM Footprint/Supply Chain firms are omitted.","{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""All listed companies match the KB, but many other EV-relevant OEM Footprint/Supply Chain firms are omitted.""
}",34588,938
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,30,aggregation_ranking_judge_recommended,True,ok,0,0,0,0,False,False,"The answer incorrectly claims Yamaha meets the dual-role criteria and provides only one company instead of the top ten, failing to reflect the knowledge base.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly claims Yamaha meets the dual-role criteria and provides only one company instead of the top ten, failing to reflect the knowledge base.""
}",34491,474
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,31,list_or_lookup,False,ok,2,1,1,4,False,False,Answer lists two valid Tier 2/3 suppliers but omits other qualifying companies such as Dinex Emissions Inc. and Ecoplastic America Corporation.,"{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists two valid Tier 2/3 suppliers but omits other qualifying companies such as Dinex Emissions Inc. and Ecoplastic America Corporation.""
}",34453,950
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,32,list_or_lookup,False,ok,2,1,2,5,False,False,The answer correctly cites GSC Steel Stamping LLC for DC-to-DC but omits other matching companies such as Woory Industrial Co. with high‑voltage.,"{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer correctly cites GSC Steel Stamping LLC for DC-to-DC but omits other matching companies such as Woory Industrial Co. with high‑voltage.""
}",34419,2864
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,33,list_or_lookup_judge_recommended,True,ok,2,1,1,4,False,False,The answer correctly identifies Textron Specialized Vehicles but omits other qualifying companies (TCI Powder Coatings and Teklas USA).,"{
  ""faithfulness"": 2,
  ""completeness"": 1,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer correctly identifies Textron Specialized Vehicles but omits other qualifying companies (TCI Powder Coatings and Teklas USA).""
}",34413,2487
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,34,aggregation_ranking,False,ok,0,0,0,0,False,False,The answer omits three valid thermal‑management companies and their employment figures that are present in the knowledge base.,"{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer omits three valid thermal‑management companies and their employment figures that are present in the knowledge base.""
}",34414,661
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,35,list_multi_filter,False,ok,2,2,2,6,False,False,Answer correctly lists all companies with EV Supply Chain Role 'Thermal Management' and their categories and facility types.,"{
  ""faithfulness"": 2,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer correctly lists all companies with EV Supply Chain Role 'Thermal Management' and their categories and facility types.""
}",34596,910
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,36,list_or_lookup,False,ok,2,0,1,3,False,False,"Answer lists only Tier 1/2 firms but omits several such companies (e.g., Hwashin) and ignores many Tier 1 firms that also meet the criteria.","{
  ""faithfulness"": 2,
  ""completeness"": 0,
  ""correctness"": 1,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Answer lists only Tier 1/2 firms but omits several such companies (e.g., Hwashin) and ignores many Tier 1 firms that also meet the criteria.""
}",34707,4106
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,37,list_or_lookup,False,ok,0,0,0,0,False,False,"The answer omits Novelis Inc., a Thermal Management supplier, resulting in incorrect count (3 vs. 4) and employment total (450 vs. 650).","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer omits Novelis Inc., a Thermal Management supplier, resulting in incorrect count (3 vs. 4) and employment total (450 vs. 650).""
}",34457,781
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,38,list_or_lookup_judge_recommended,True,ok,1,2,2,5,False,False,"Correctly identifies F&P Georgia Manufacturing as a battery recycler, but the claim about second‑life processing is not explicitly supported.","{
  ""faithfulness"": 1,
  ""completeness"": 2,
  ""correctness"": 2,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""Correctly identifies F&P Georgia Manufacturing as a battery recycler, but the claim about second‑life processing is not explicitly supported.""
}",34392,775
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,39,list_or_lookup_judge_recommended,True,ok,0,0,0,0,True,False,"The answer cites a non‑existent company (Remarc International LLC) and fails to identify the actual R&D supplier, Racemark International LLC.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": true,
  ""needs_human_review"": false,
  ""notes"": ""The answer cites a non‑existent company (Remarc International LLC) and fails to identify the actual R&D supplier, Racemark International LLC.""
}",34392,452
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,40,list_or_lookup_judge_recommended,True,ok,0,0,0,0,False,False,"The answer lists suppliers that only serve EV-native OEMs and provides no evidence of serving traditional OEMs, thus unsupported and incomplete.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer lists suppliers that only serve EV-native OEMs and provides no evidence of serving traditional OEMs, thus unsupported and incomplete.""
}",34457,465
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,41,lookup,False,ok,0,0,0,0,False,False,"The answer incorrectly cites a non‑chemical company (row 30) and omits the actual chemical manufacturer (Archer Aviation, row 39), failing to support its claim.","{
  ""faithfulness"": 0,
  ""completeness"": 0,
  ""correctness"": 0,
  ""hallucinated_company"": false,
  ""needs_human_review"": false,
  ""notes"": ""The answer incorrectly cites a non‑chemical company (row 30) and omits the actual chemical manufacturer (Archer Aviation, row 39), failing to support its claim.""
}",34407,739
gpt-oss:120b,batchwise_map_reduce,qwen2.5:14b,42,list_or_lookup_judge_recommended,True,ok,1,2,1,4,True,False,"Correctly identifies Gray, Jones County as the only R&D automotive site but misnames the company (Remarc vs Racemark).","{
  ""faithfulness"": 1,
  ""completeness"": 2,
  ""correctness"": 1,
  ""hallucinated_company"": true,
  ""needs_human_review"": false,
  ""notes"": ""Correctly identifies Gray, Jones County as the only R&D automotive site but misnames the company (Remarc vs Racemark).""
}",34395,620
